,Id,Name,NF_Subgroup__c,NF_Group__c,NF_Region__c,NF_Route__c,NF_Stage_Duration__c,StageName,NF_Stage_Change_Count__c,NF_Days_Through_Closing__c,NF_Days_Through_Qualified__c,Amount,NF_Client_Rev_Mil__c,NF_Client_Size_Employee__c,NF_Rev_T24M_Category__c,MainCompetitors__c,NF_Ratio_Identified_To_Total_Days__c,NF_Ratio_Validated_To_Total_Days__c,NF_Ratio_Qualified_To_Total_Days__c,NF_Deal_Size_Category__c
1976,0061N00000VboE7QAJ,7973560,Motorcycle Parts,Performance & Non-auto,Northeast,Fields Sales,19.0,Closed Lost,3.0,28.0,28.0,100000.0,1.0,1.0,0.0,Unknown,0.250883,0.749117,0.0,5.0
1977,0061N00000VboE8QAJ,9511399,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,16.0,Closed Lost,2.0,0.0,0.0,107000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
1978,0061N00000VboE9QAJ,7792511,Tires & Wheels,Tires & Wheels,Pacific,Fields Sales,30.0,Closed Lost,5.0,14.0,14.0,96000.0,1.0,1.0,0.0,None,0.541667,0.458333,0.0,4.0
1979,0061N00000VboEAQAZ,9560713,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,12.0,Closed Won,2.0,6.0,6.0,855.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,1.0
1980,0061N00000VboEBQAZ,5916851,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,126.0,Closed Won,2.0,0.0,0.0,123142.0,3.0,2.0,0.0,Known,0.0,0.0,0.0,5.0
1981,0061N00000VboECQAZ,6700704,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,65.0,Closed Lost,2.0,31.0,31.0,1000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1982,0061N00000VboEDQAZ,7800725,Towing & Hitches,Car Accessories,Mid-Atlantic,Reseller,35.0,Closed Lost,3.0,18.0,18.0,130000.0,1.0,1.0,0.0,Unknown,0.005495,0.994505,0.0,5.0
1983,0061N00000VboEEQAZ,8269624,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,28.0,Closed Won,3.0,10.0,10.0,159687.0,1.0,1.0,0.0,None,0.0,0.773196,0.226804,5.0
1984,0061N00000VboEFQAZ,9399376,Exterior Accessories,Car Accessories,Midwest,Fields Sales,8.0,Closed Won,3.0,16.0,16.0,500000.0,1.0,1.0,4.0,Unknown,0.773006,0.0,0.226994,7.0
1985,0061N00000VboEGQAZ,7784891,Batteries & Accessories,Car Accessories,Pacific,Reseller,16.0,Closed Lost,3.0,37.0,37.0,38753.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
1986,0061N00000VboEHQAZ,8038216,Exterior Accessories,Car Accessories,Midwest,Reseller,16.0,Closed Lost,3.0,29.0,29.0,6134.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1987,0061N00000VboEIQAZ,7843078,Garage & Car Care,Car Accessories,Midwest,Reseller,35.0,Closed Lost,2.0,17.0,17.0,6240.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1988,0061N00000VboEJQAZ,7381673,Exterior Accessories,Car Accessories,Pacific,Other,68.0,Closed Lost,2.0,1.0,1.0,500000.0,5.0,1.0,0.0,Known,0.0,1.0,0.0,7.0
1989,0061N00000VboEKQAZ,8096327,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,42.0,Closed Won,2.0,1.0,0.0,21686.0,1.0,1.0,0.0,Known,0.0,0.0,0.0,2.0
1990,0061N00000VboELQAZ,6909396,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,64.0,Closed Lost,2.0,23.0,23.0,10000.0,1.0,3.0,0.0,Unknown,0.0,1.0,0.0,2.0
1991,0061N00000VboEMQAZ,8212319,Batteries & Accessories,Car Accessories,Northeast,Reseller,39.0,Closed Won,1.0,0.0,0.0,60000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,4.0
1992,0061N00000VboENQAZ,7979769,Exterior Accessories,Car Accessories,Northeast,Reseller,16.0,Closed Lost,6.0,31.0,31.0,50000.0,1.0,1.0,3.0,Unknown,0.0,0.013029,0.986971,4.0
1993,0061N00000VboEOQAZ,5431099,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,82.0,Closed Lost,4.0,67.0,67.0,64417.0,1.0,3.0,0.0,Known,0.10847,0.057949,0.833581,4.0
1994,0061N00000VboEPQAZ,6676764,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,85.0,Closed Lost,2.0,11.0,11.0,0.0,4.0,5.0,0.0,Unknown,1.0,0.0,0.0,1.0
1995,0061N00000VboEQQAZ,6819123,Exterior Accessories,Car Accessories,Midwest,Reseller,86.0,Closed Won,5.0,4.0,4.0,11191.0,1.0,3.0,0.0,Unknown,0.5,0.025,0.475,2.0
1996,0061N00000VboERQAZ,8466246,Replacement Parts,Car Accessories,Southeast,Telesales,24.0,Closed Won,2.0,5.0,5.0,2000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1997,0061N00000VboESQAZ,9757907,Exterior Accessories,Car Accessories,Southwest,Reseller,6.0,Closed Won,3.0,6.0,0.0,270000.0,1.0,1.0,0.0,Unknown,0.0,0.017544,0.0,6.0
1998,0061N00000VboETQAZ,7250706,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,73.0,Closed Lost,2.0,1.0,1.0,100000.0,1.0,2.0,0.0,Unknown,1.0,0.0,0.0,5.0
1999,0061N00000VboEUQAZ,7892875,Replacement Parts,Car Accessories,Northwest,Reseller,16.0,Closed Lost,4.0,33.0,33.0,65789.0,1.0,1.0,0.0,None,0.615152,0.384848,0.0,4.0
2000,0061N00000VboUdQAJ,7649578,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,57.0,Closed Lost,2.0,2.0,2.0,6000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
2001,0061N00000VboUeQAJ,6892299,Interior Accessories,Car Accessories,Southeast,Fields Sales,64.0,Closed Lost,3.0,24.0,24.0,178000.0,5.0,1.0,0.0,Unknown,0.0,0.059574,0.940426,5.0
2002,0061N00000VboUfQAJ,4940297,Shelters & RV,Performance & Non-auto,Midwest,Reseller,83.0,Closed Lost,2.0,87.0,87.0,10000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2003,0061N00000VboUgQAJ,9841492,Garage & Car Care,Car Accessories,Midwest,Reseller,10.0,Closed Won,1.0,0.0,0.0,96413.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,4.0
2004,0061N00000VboUhQAJ,7038807,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,79.0,Closed Lost,2.0,4.0,4.0,15501.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2005,0061N00000VboUiQAJ,7874976,Batteries & Accessories,Car Accessories,Southwest,Reseller,35.0,Closed Lost,2.0,16.0,16.0,85000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
2006,0061N00000VboUjQAJ,6949048,Batteries & Accessories,Car Accessories,Southeast,Reseller,49.0,Closed Lost,4.0,37.0,37.0,4000.0,4.0,3.0,0.0,Unknown,0.0,0.896458,0.103542,1.0
2007,0061N00000VboUkQAJ,7473522,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,44.0,Closed Lost,2.0,22.0,22.0,30000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
2008,0061N00000VboUlQAJ,6058403,Performance Parts,Performance & Non-auto,Northeast,Fields Sales,42.0,Closed Won,6.0,32.0,32.0,37000.0,1.0,4.0,0.0,Known,0.195046,0.049536,0.755418,3.0
2009,0061N00000VboUmQAJ,8363372,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,34.0,Closed Won,1.0,0.0,0.0,9000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
2010,0061N00000VboUnQAJ,7343023,Interior Accessories,Car Accessories,Southwest,Reseller,66.0,Closed Won,6.0,5.0,5.0,140000.0,3.0,2.0,0.0,Unknown,0.0,0.888889,0.018519,5.0
2011,0061N00000VboUoQAJ,7253899,Garage & Car Care,Car Accessories,Pacific,Reseller,51.0,Closed Lost,4.0,24.0,24.0,61850.0,3.0,4.0,0.0,Unknown,0.0,0.92437,0.07563,4.0
2012,0061N00000VboUpQAJ,8093073,Batteries & Accessories,Car Accessories,Northwest,Reseller,37.0,Closed Won,2.0,7.0,7.0,376696.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,6.0
2013,0061N00000VboUqQAJ,7651865,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,44.0,Closed Lost,3.0,15.0,15.0,20000.0,1.0,1.0,0.0,Unknown,0.131579,0.868421,0.0,2.0
2014,0061N00000VboUrQAJ,8253962,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,37.0,Closed Won,2.0,1.0,1.0,15001.0,1.0,1.0,1.0,Unknown,0.0,1.0,0.0,2.0
2015,0061N00000VboUsQAJ,8064404,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,23.0,Closed Won,3.0,22.0,0.0,25000.0,1.0,1.0,0.0,Unknown,0.0,0.004587,0.0,3.0
2016,0061N00000VboUtQAJ,6578598,Exterior Accessories,Car Accessories,Midwest,Reseller,24.0,Closed Won,2.0,0.0,0.0,550.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
2017,0061N00000VboUuQAJ,6759242,Exterior Accessories,Car Accessories,Northeast,Fields Sales,91.0,Closed Lost,2.0,3.0,3.0,300000.0,3.0,4.0,0.0,Known,1.0,0.0,0.0,6.0
2018,0061N00000VboUvQAJ,7242533,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,41.0,Closed Won,4.0,12.0,12.0,58701.0,1.0,1.0,0.0,Unknown,0.0,0.026087,0.973913,4.0
2019,0061N00000VboUwQAJ,9626217,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,16.0,Closed Won,1.0,0.0,0.0,7764.0,1.0,1.0,0.0,None,0.0,0.0,0.0,1.0
2020,0061N00000VboUxQAJ,7854724,Garage & Car Care,Car Accessories,Northwest,Reseller,51.0,Closed Won,1.0,0.0,0.0,34275.0,1.0,1.0,1.0,Unknown,0.0,0.0,0.0,3.0
2021,0061N00000VboUyQAJ,7592560,Interior Accessories,Car Accessories,Midwest,Fields Sales,26.0,Closed Lost,5.0,35.0,35.0,200000.0,1.0,1.0,0.0,Unknown,0.02,0.98,0.0,5.0
2022,0061N00000VboUzQAJ,8283181,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,16.0,Closed Lost,2.0,20.0,20.0,10000.0,1.0,1.0,2.0,None,0.0,1.0,0.0,2.0
2023,0061N00000VboV0QAJ,9640797,Exterior Accessories,Car Accessories,Northeast,Fields Sales,13.0,Closed Lost,2.0,3.0,3.0,500000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,7.0
2024,0061N00000VboV1QAJ,7151572,Interior Accessories,Car Accessories,Pacific,Fields Sales,60.0,Closed Lost,2.0,19.0,19.0,9300.0,5.0,3.0,0.0,None,0.0,0.0,1.0,1.0
2025,0061N00000VboV2QAJ,7003920,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,77.0,Closed Lost,2.0,7.0,7.0,200000.0,1.0,1.0,0.0,Known,0.0,0.0,1.0,5.0
2026,0061N00000VboV3QAJ,7202503,Batteries & Accessories,Car Accessories,Northeast,Reseller,75.0,Closed Lost,2.0,1.0,1.0,15000.0,5.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2027,0061N00000VboV4QAJ,7343967,Shelters & RV,Performance & Non-auto,Pacific,Other,67.0,Closed Won,3.0,4.0,4.0,290000.0,1.0,5.0,1.0,Known,0.0,0.2,0.8,6.0
2028,0061N00000VboV5QAJ,8162066,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,23.0,Closed Won,4.0,18.0,11.0,444000.0,1.0,1.0,0.0,None,0.247191,0.348315,0.0,6.0
2029,0061N00000VboV6QAJ,6729323,Garage & Car Care,Car Accessories,Pacific,Reseller,91.0,Closed Won,4.0,2.0,2.0,85258.0,4.0,1.0,0.0,Unknown,0.0,0.666667,0.333333,4.0
2030,0061N00000VboV7QAJ,6316040,Replacement Parts,Car Accessories,Northeast,Reseller,41.0,Closed Won,4.0,11.0,11.0,105000.0,1.0,1.0,0.0,Unknown,0.0,0.009091,0.990909,5.0
2031,0061N00000VboV8QAJ,8342893,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,7.0,Closed Lost,2.0,27.0,27.0,46504.0,1.0,1.0,0.0,None,1.0,0.0,0.0,3.0
2032,0061N00000VboV9QAJ,9496826,Shelters & RV,Performance & Non-auto,Pacific,Other,18.0,Closed Won,3.0,3.0,2.0,300000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.5,6.0
2033,0061N00000VboVAQAZ,7847594,Motorcycle Parts,Performance & Non-auto,Midwest,Telesales,2.0,Closed Lost,5.0,49.0,49.0,17000.0,1.0,1.0,0.0,Known,0.0,0.45102,0.54898,2.0
2034,0061N00000VboVBQAZ,6291995,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,24.0,Closed Won,5.0,5.0,1.0,28000.0,1.0,1.0,0.0,Known,0.0,0.0,0.28,3.0
2035,0061N00000VboVCQAZ,7020277,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,82.0,Closed Won,2.0,1.0,1.0,17000.0,2.0,1.0,0.0,Unknown,1.0,0.0,0.0,2.0
2036,0061N00000VboVDQAZ,8101382,Exterior Accessories,Car Accessories,Midwest,Reseller,37.0,Closed Won,2.0,6.0,6.0,3987.0,1.0,1.0,0.0,None,0.0,1.0,0.0,1.0
2037,0061N00000VboVEQAZ,7998351,Exterior Accessories,Car Accessories,Northwest,Reseller,47.0,Closed Lost,1.0,0.0,0.0,92105.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,4.0
2038,0061N00000VboVFQAZ,7590946,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,56.0,Closed Lost,2.0,5.0,5.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2039,0061N00000VboVGQAZ,6665688,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,74.0,Closed Lost,4.0,23.0,23.0,105000.0,1.0,1.0,0.0,Known,0.586667,0.044444,0.368889,5.0
2040,0061N00000VboVHQAZ,7688388,Exterior Accessories,Car Accessories,Midwest,Fields Sales,46.0,Closed Lost,7.0,12.0,8.0,218000.0,1.0,1.0,0.0,None,0.0,0.275862,0.431034,5.0
2041,0061N00000VboVIQAZ,7349806,Garage & Car Care,Car Accessories,Midwest,Reseller,58.0,Closed Won,3.0,13.0,13.0,19440.0,4.0,3.0,1.0,Unknown,0.0,0.89313,0.10687,2.0
2042,0061N00000VboVJQAZ,9555659,Replacement Parts,Car Accessories,Southeast,Fields Sales,1.0,Closed Won,3.0,18.0,4.0,13000.0,1.0,1.0,1.0,Unknown,0.0,0.221591,0.0,2.0
2043,0061N00000VboVKQAZ,9730196,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,10.0,Closed Won,4.0,3.0,3.0,21000.0,1.0,1.0,0.0,Unknown,0.137931,0.241379,0.62069,2.0
2044,0061N00000VboVLQAZ,7583060,Exterior Accessories,Car Accessories,Pacific,Reseller,17.0,Closed Lost,5.0,38.0,0.0,110680.0,1.0,1.0,0.0,Unknown,0.0,0.002667,0.0,5.0
2045,0061N00000VboVMQAZ,7394820,Batteries & Accessories,Car Accessories,Pacific,Other,49.0,Closed Won,6.0,3.0,2.0,7500.0,1.0,3.0,1.0,Unknown,0.0,0.038462,0.538462,1.0
2046,0061N00000VboVNQAZ,7872099,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,4.0,Closed Lost,3.0,46.0,46.0,100000.0,1.0,1.0,0.0,Known,0.008658,0.991342,0.0,5.0
2047,0061N00000VboVOQAZ,8359802,Exterior Accessories,Car Accessories,Midwest,Reseller,16.0,Closed Lost,3.0,18.0,18.0,50000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
2048,0061N00000VboVPQAZ,8104093,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,11.0,Closed Lost,2.0,0.0,0.0,101000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
2049,0061N00000VboVQQAZ,7235791,Replacement Parts,Car Accessories,Midwest,Fields Sales,30.0,Closed Lost,2.0,45.0,45.0,100000.0,5.0,4.0,0.0,Unknown,1.0,0.0,0.0,5.0
2050,0061N00000VboVRQAZ,9850447,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,7.0,Closed Won,2.0,2.0,2.0,15000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2051,0061N00000VboVSQAZ,6809934,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,89.0,Closed Lost,2.0,2.0,2.0,12401.0,4.0,4.0,2.0,Unknown,0.0,1.0,0.0,2.0
2052,0061N00000VboVTQAZ,8500632,Garage & Car Care,Car Accessories,Southwest,Reseller,20.0,Closed Won,2.0,9.0,9.0,10000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2053,0061N00000VboVUQAZ,7777579,Exterior Accessories,Car Accessories,Midwest,Reseller,41.0,Closed Won,2.0,12.0,12.0,11000.0,1.0,1.0,3.0,Known,0.0,0.0,1.0,2.0
2054,0061N00000VboVVQAZ,6348544,Motorcycle Parts,Performance & Non-auto,Northeast,Fields Sales,90.0,Closed Won,4.0,20.0,18.0,26343.0,4.0,5.0,0.0,Unknown,0.0,0.303483,0.606965,3.0
2055,0061N00000VboVWQAZ,8322532,Replacement Parts,Car Accessories,Southwest,Reseller,7.0,Closed Lost,5.0,28.0,28.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2056,0061N00000VboVXQAZ,9638925,Garage & Car Care,Car Accessories,Pacific,Telesales,12.0,Closed Won,2.0,0.0,0.0,46000.0,1.0,1.0,1.0,None,0.0,0.0,0.0,3.0
2057,0061N00000VboVYQAZ,9393207,Interior Accessories,Car Accessories,Southeast,Fields Sales,22.0,Closed Lost,5.0,3.0,3.0,100000.0,1.0,1.0,0.0,Unknown,0.44,0.0,0.56,5.0
2058,0061N00000VboVZQAZ,5930223,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,82.0,Closed Lost,3.0,44.0,44.0,0.0,5.0,1.0,0.0,Known,0.420455,0.579545,0.0,1.0
2059,0061N00000VboVaQAJ,6127476,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,23.0,Closed Won,2.0,0.0,0.0,15837.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,2.0
2060,0061N00000VboVbQAJ,8445917,Garage & Car Care,Car Accessories,Mid-Atlantic,Fields Sales,23.0,Closed Lost,2.0,7.0,7.0,105000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
2061,0061N00000VboVcQAJ,7204926,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,57.0,Closed Lost,2.0,19.0,19.0,52000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
2062,0061N00000VboVdQAJ,6476293,Replacement Parts,Car Accessories,Midwest,Telesales,27.0,Closed Lost,10.0,74.0,74.0,20000.0,5.0,5.0,0.0,Unknown,0.0,0.585598,0.414402,2.0
2063,0061N00000VboVeQAJ,7850151,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,16.0,Closed Lost,4.0,34.0,34.0,30000.0,1.0,1.0,0.0,Unknown,0.0,0.002907,0.997093,3.0
2064,0061N00000VboVfQAJ,9384938,Batteries & Accessories,Car Accessories,Pacific,Telesales,7.0,Closed Won,5.0,2.0,2.0,3000.0,1.0,1.0,0.0,None,0.0,1.0,0.0,1.0
2065,0061N00000VboVgQAJ,9841543,Batteries & Accessories,Car Accessories,Southwest,Reseller,0.0,Closed Lost,2.0,9.0,9.0,50000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
2066,0061N00000VboVhQAJ,6612107,Exterior Accessories,Car Accessories,Midwest,Fields Sales,84.0,Closed Won,4.0,6.0,6.0,57032.0,4.0,2.0,0.0,Unknown,0.0,0.183333,0.816667,4.0
2067,0061N00000VboViQAJ,6649496,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,88.0,Closed Won,5.0,10.0,10.0,1500.0,1.0,1.0,0.0,Unknown,0.309278,0.010309,0.680412,1.0
2068,0061N00000VboVjQAJ,6162767,Replacement Parts,Car Accessories,Northeast,Reseller,65.0,Closed Lost,5.0,46.0,46.0,60000.0,5.0,4.0,0.0,Known,0.094298,0.905702,0.0,4.0
2069,0061N00000VboVkQAJ,7442153,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,48.0,Closed Lost,3.0,18.0,18.0,110000.0,4.0,4.0,0.0,Unknown,0.0,1.0,0.0,5.0
2070,0061N00000VboVlQAJ,8488364,Interior Accessories,Car Accessories,Midwest,Fields Sales,15.0,Closed Lost,2.0,14.0,14.0,61349.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
2071,0061N00000VboVmQAJ,7983340,Garage & Car Care,Car Accessories,Midwest,Reseller,42.0,Closed Won,8.0,5.0,4.0,15000.0,1.0,1.0,0.0,Known,0.0,0.4,0.488889,2.0
2072,0061N00000VboVnQAJ,9714029,Interior Accessories,Car Accessories,Midwest,Fields Sales,6.0,Closed Lost,2.0,8.0,8.0,200000.0,1.0,1.0,0.0,Known,1.0,0.0,0.0,5.0
2073,0061N00000VboVoQAJ,5806628,Exterior Accessories,Car Accessories,Northeast,Reseller,89.0,Closed Lost,3.0,43.0,43.0,16000.0,3.0,1.0,0.0,Unknown,0.36891,0.63109,0.0,2.0
2074,0061N00000VboVpQAJ,6626243,Exterior Accessories,Car Accessories,Pacific,Other,63.0,Closed Lost,3.0,36.0,36.0,100759.0,1.0,1.0,2.0,Unknown,0.0,1.0,0.0,5.0
2075,0061N00000VboVqQAJ,7477889,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,55.0,Closed Won,4.0,10.0,10.0,286000.0,1.0,1.0,0.0,Unknown,0.0,0.490385,0.461538,6.0
2076,0061N00000VboVrQAJ,9799096,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,7.0,Closed Won,4.0,4.0,4.0,9707.0,1.0,1.0,0.0,Unknown,0.0,0.02439,0.853659,1.0
2077,0061N00000VboVsQAJ,9418412,Replacement Parts,Car Accessories,Southeast,Reseller,18.0,Closed Won,5.0,6.0,6.0,16000.0,1.0,1.0,1.0,Unknown,0.0,0.936508,0.0,2.0
2078,0061N00000VboVtQAJ,8327870,Shelters & RV,Performance & Non-auto,Midwest,Reseller,35.0,Closed Won,1.0,0.0,0.0,10000.0,1.0,1.0,3.0,Unknown,0.0,0.0,0.0,2.0
2079,0061N00000VboVuQAJ,7545469,Garage & Car Care,Car Accessories,Pacific,Reseller,54.0,Closed Lost,2.0,9.0,9.0,31002.0,1.0,1.0,0.0,None,0.0,1.0,0.0,3.0
2080,0061N00000VboVvQAJ,7151395,Shelters & RV,Performance & Non-auto,Midwest,Reseller,67.0,Closed Won,7.0,12.0,10.0,303000.0,1.0,4.0,0.0,Unknown,0.226087,0.373913,0.234783,6.0
2081,0061N00000VboVwQAJ,7712901,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,28.0,Closed Lost,3.0,29.0,29.0,9868.0,1.0,1.0,0.0,Unknown,0.0,0.42268,0.57732,1.0
2082,0061N00000VboVxQAJ,8043357,Towing & Hitches,Car Accessories,Southeast,Fields Sales,16.0,Closed Lost,2.0,29.0,29.0,30000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,3.0
2083,0061N00000VboVyQAJ,6827491,Performance Parts,Performance & Non-auto,Southwest,Reseller,55.0,Closed Won,6.0,11.0,8.0,6000.0,2.0,1.0,0.0,Unknown,0.0,0.491228,0.245614,1.0
2084,0061N00000VboVzQAJ,8198820,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,40.0,Closed Won,1.0,0.0,0.0,16972.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,2.0
2085,0061N00000VboW0QAJ,10038694,Batteries & Accessories,Car Accessories,Pacific,Reseller,0.0,Closed Won,3.0,2.0,0.0,15501.0,1.0,1.0,0.0,None,0.0,0.052632,0.0,2.0
2086,0061N00000VboW1QAJ,6803533,Garage & Car Care,Car Accessories,Northeast,Reseller,91.0,Closed Won,1.0,0.0,0.0,20520.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,2.0
2087,0061N00000VboW2QAJ,6744676,Interior Accessories,Car Accessories,Midwest,Fields Sales,83.0,Closed Lost,2.0,11.0,11.0,5000.0,5.0,1.0,0.0,Known,0.0,1.0,0.0,1.0
2088,0061N00000VboW3QAJ,7166224,Replacement Parts,Car Accessories,Southwest,Reseller,73.0,Closed Lost,2.0,5.0,5.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2089,0061N00000VboW4QAJ,6441100,Performance Parts,Performance & Non-auto,Midwest,Reseller,89.0,Closed Lost,2.0,17.0,17.0,21700.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
2090,0061N00000VboW5QAJ,5832252,Garage & Car Care,Car Accessories,Midwest,Reseller,91.0,Closed Won,5.0,37.0,37.0,5000.0,3.0,1.0,2.0,Known,0.203753,0.233244,0.563003,1.0
2091,0061N00000VboW6QAJ,8235785,Batteries & Accessories,Car Accessories,Pacific,Other,37.0,Closed Lost,2.0,0.0,0.0,0.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
2092,0061N00000VboW7QAJ,7820079,Exterior Accessories,Car Accessories,Southeast,Fields Sales,43.0,Closed Lost,3.0,9.0,9.0,15000.0,1.0,1.0,0.0,Known,0.232558,0.767442,0.0,2.0
2093,0061N00000VboW8QAJ,8186419,Garage & Car Care,Car Accessories,Southwest,Fields Sales,38.0,Closed Lost,2.0,0.0,0.0,100000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
2094,0061N00000VboW9QAJ,5700348,Replacement Parts,Car Accessories,Pacific,Fields Sales,120.0,Closed Won,4.0,17.0,10.0,3220.0,1.0,1.0,0.0,Unknown,0.0,0.380117,0.19883,1.0
2095,0061N00000VboWAQAZ,8061460,Batteries & Accessories,Car Accessories,Northeast,Telesales,40.0,Closed Lost,3.0,4.0,4.0,56000.0,1.0,1.0,0.0,Unknown,0.125,0.875,0.0,4.0
2096,0061N00000VboWBQAZ,6463075,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,43.0,Closed Won,5.0,13.0,13.0,95504.0,5.0,5.0,0.0,Unknown,0.535433,0.007874,0.456693,4.0
2097,0061N00000VboWCQAZ,8068197,Garage & Car Care,Car Accessories,Southeast,Reseller,37.0,Closed Won,2.0,7.0,7.0,4000.0,1.0,1.0,1.0,Unknown,0.0,1.0,0.0,1.0
2098,0061N00000VboWDQAZ,8175912,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,28.0,Closed Won,5.0,13.0,11.0,26000.0,1.0,1.0,0.0,Known,0.093023,0.426357,0.348837,3.0
2099,0061N00000VboWEQAZ,8459555,Garage & Car Care,Car Accessories,Midwest,Reseller,30.0,Closed Won,1.0,0.0,0.0,16100.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,2.0
2100,0061N00000VboWFQAZ,6518293,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,63.0,Closed Lost,4.0,38.0,38.0,15000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
