Random Num,NF_Opportunity,Close Date,Opportunity Name,NF_Subgroup,NF_Group,NF_Region,NF_Route,NF_Stage_Duration,Stage,NF_Stage_Change_Count,NF_Days_Through_Closing,NF_Days_Through_Qualified,Amount,NF_Client_Rev_Mil,NF_Client_Size_Employee,NF_Rev_T24M_Category,Main Compeitor(s),NF_Ratio_Identified_To_Total_Days,NF_Ratio_Validated_To_Total_Days,NF_Ratio_Qualified_To_Total_Days,NF_Deal_Size_Category
2148,1,6/6/2018,6035805,Garage & Car Care,Car Accessories,Midwest,Reseller,23,Value Proposition,4,20,20,10520,1,3,1,Unknown,0,0.015385,0.984615,2
2151,1,6/6/2018,6752121,Exterior Accessories,Car Accessories,Northeast,Reseller,41,Value Proposition,3,11,11,16865,4,4,0,Unknown,0,1,0,2
2163,1,6/6/2018,7855564,Performance Parts,Performance & Non-auto,Northeast,Telecoverage,31,Value Proposition,3,19,19,15000,1,1,0,Unknown,0.149485,0.850515,0,2
2164,1,6/6/2018,6923685,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,79,Value Proposition,2,8,8,7000,4,1,0,Unknown,0,0,1,1
2164,1,6/6/2018,7915401,Interior Accessories,Car Accessories,Pacific,Fields Sales,45,Value Proposition,3,4,2,175166,1,1,3,None,0,0,0.648649,5
2164,1,6/6/2018,9426685,Garage & Car Care,Car Accessories,Southeast,Reseller,24,Value Proposition,1,0,0,17760,1,1,2,Unknown,0,0,0,2
2165,1,6/6/2018,9851902,Garage & Car Care,Car Accessories,Midwest,Reseller,9,Value Proposition,1,0,0,9000,1,1,0,Unknown,0,0,0,1
2166,1,6/6/2018,7892550,Garage & Car Care,Car Accessories,Northwest,Reseller,26,Value Proposition,2,24,24,7500,1,1,0,Known,0,1,0,1
2167,1,6/6/2018,9434010,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,2,Value Proposition,7,21,21,445000,1,1,4,Unknown,0.578199,0.260664,0.132701,6
2167,1,6/6/2018,8244418,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,23,Value Proposition,2,15,15,278000,1,1,2,None,0,0,1,6
2167,1,6/6/2018,9821747,Exterior Accessories,Car Accessories,Pacific,Reseller,10,Value Proposition,1,0,0,62005,1,1,0,Unknown,0,0,0,4
2168,1,6/6/2018,6372949,Exterior Accessories,Car Accessories,Northeast,Reseller,62,Value Proposition,3,47,47,10000,2,4,0,Unknown,0,0.002128,0.997872,2
2168,1,6/6/2018,8283060,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Value Proposition,3,18,18,122000,1,1,2,Known,0,0.431694,0.568306,5
2169,1,6/6/2018,5989072,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,86,Value Proposition,4,2,2,38000,5,5,0,Unknown,0.25,0,0.75,3
2171,1,6/6/2018,7451261,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,44,Value Proposition,2,23,23,500000,5,2,0,Known,0,1,0,7
2172,1,6/6/2018,5992431,Exterior Accessories,Car Accessories,Northeast,Reseller,91,Value Proposition,4,32,32,40000,1,1,0,Unknown,0,1,0,3
2173,1,6/6/2018,7185218,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,65,Value Proposition,3,1,0,20000,1,1,0,Known,0,0,0,2
2173,1,6/6/2018,8365582,Exterior Accessories,Car Accessories,Southwest,Reseller,27,Value Proposition,3,7,7,16915,1,1,2,Unknown,0.938462,0,0.061538,2
2176,1,6/6/2018,7481760,Batteries & Accessories,Car Accessories,Pacific,Telesales,65,Value Proposition,2,0,0,1,1,1,3,None,0,1,0,1
2179,1,6/6/2018,2209885,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,44,Value Proposition,4,183,183,250000,5,4,0,Unknown,0.58151,0,0.41849,6
2184,1,6/6/2018,8473207,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,8,Value Proposition,4,11,11,37000,1,1,0,Unknown,0,0,1,3
2184,1,6/6/2018,7387721,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,69,Value Proposition,2,0,0,291651,1,2,3,Known,0,0,1,6
2185,1,6/6/2018,7008179,Towing & Hitches,Car Accessories,Midwest,Reseller,46,Value Proposition,7,27,27,50000,3,4,0,Known,0.169742,0.830258,0,4
2186,1,6/6/2018,7942148,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,26,Value Proposition,3,23,23,10000,1,1,3,Unknown,0,0.404444,0.595556,2
2186,1,6/6/2018,7651778,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,58,Value Proposition,2,0,0,20000,1,1,0,Unknown,0,0,0,2
2188,1,6/6/2018,6636805,Shelters & RV,Performance & Non-auto,Pacific,Reseller,44,Value Proposition,3,55,55,50000,5,5,0,Known,0.089744,0.910256,0,4
2189,1,6/6/2018,7997495,Performance Parts,Performance & Non-auto,Midwest,Reseller,32,Value Proposition,6,15,15,50000,1,1,0,Known,0.047945,0.815068,0.136986,4
2190,1,6/6/2018,9385794,Garage & Car Care,Car Accessories,Midwest,Reseller,12,Value Proposition,3,13,13,20000,1,1,0,None,0.259542,0.740458,0,2
2190,1,6/6/2018,8547511,Garage & Car Care,Car Accessories,Southeast,Reseller,22,Value Proposition,5,5,5,50000,1,1,0,None,0,0.22,0.78,4
2192,1,6/6/2018,7126313,Interior Accessories,Car Accessories,Northwest,Fields Sales,77,Value Proposition,3,2,2,23413,1,1,0,None,0.363636,0,0.636364,2
2193,1,6/6/2018,7117012,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,20,Value Proposition,2,60,60,400000,1,1,0,Unknown,0,0,1,6
2193,1,6/6/2018,9560838,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,12,Value Proposition,2,6,6,53,1,1,0,Unknown,1,0,0,1
2194,1,6/6/2018,6772557,Exterior Accessories,Car Accessories,Midwest,Fields Sales,89,Value Proposition,4,2,2,44350,4,4,0,None,0,1,0,3
2194,1,6/6/2018,6927254,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,25,Value Proposition,3,62,62,93023,1,2,0,Unknown,0,0.001626,0.998374,4
2194,1,6/6/2018,8310872,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,28,Value Proposition,5,8,8,77500,1,1,0,None,0.011905,0.214286,0.77381,4
2198,1,6/6/2018,7346658,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,57,Value Proposition,2,14,14,18404,1,1,0,Unknown,0,1,0,2
2199,1,6/6/2018,8313527,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,18,Value Proposition,2,18,18,0,1,1,0,None,1,0,0,1
2201,1,6/6/2018,7298285,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,67,Value Proposition,4,6,6,15000,1,1,0,Unknown,0,0.666667,0.333333,2
2202,1,6/6/2018,6289005,Interior Accessories,Car Accessories,Pacific,Other,91,Value Proposition,4,21,21,250000,1,1,0,Unknown,0.137441,0.364929,0.49763,6
2202,1,6/6/2018,5396931,Shelters & RV,Performance & Non-auto,Southwest,Reseller,50,Value Proposition,7,101,101,50000,1,1,0,Unknown,0.197225,0.802775,0,4
2204,1,6/6/2018,7212736,Exterior Accessories,Car Accessories,Northeast,Reseller,54,Value Proposition,3,22,22,25000,1,2,0,Known,0,0.276786,0.723214,3
2206,1,6/6/2018,6665896,Performance Parts,Performance & Non-auto,Midwest,Reseller,44,Value Proposition,3,53,53,50000,2,2,0,Unknown,0.005629,0.994371,0,4
2207,1,6/6/2018,6858960,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,86,Value Proposition,2,3,3,10270,1,3,0,Unknown,0,0,1,2
2209,1,6/6/2018,6711535,Exterior Accessories,Car Accessories,Midwest,Reseller,87,Value Proposition,2,8,8,10000,3,3,0,Unknown,0,1,0,2
2210,1,6/6/2018,8270009,Exterior Accessories,Car Accessories,Southwest,Fields Sales,10,Value Proposition,2,0,0,75000,1,1,0,Unknown,0,0,0,4
2211,1,6/6/2018,8419087,Batteries & Accessories,Car Accessories,Southwest,Reseller,16,Value Proposition,3,15,15,18000,1,1,0,Unknown,0,1,0,2
2211,1,6/6/2018,7346851,Garage & Car Care,Car Accessories,Midwest,Fields Sales,49,Value Proposition,3,5,5,4000,1,1,0,Unknown,0,0,1,1
2213,1,6/6/2018,6814469,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,20,Value Proposition,5,70,70,480000,5,1,4,Unknown,0.529244,0.359486,0.11127,6
2213,1,6/6/2018,7435290,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,66,Value Proposition,2,1,1,9000,5,5,0,Unknown,0,0,1,1
2214,1,6/6/2018,8457795,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,16,Value Proposition,2,13,13,40000,1,1,0,Unknown,1,0,0,3
2216,1,6/6/2018,9486268,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,20,Value Proposition,2,2,2,7361,1,1,4,Unknown,0,0,1,1
2216,1,6/6/2018,6705401,Exterior Accessories,Car Accessories,Midwest,Fields Sales,45,Value Proposition,4,13,13,76073,1,1,1,Known,0,0.914062,0.085938,4
2217,1,6/6/2018,7154308,Shelters & RV,Performance & Non-auto,Pacific,Other,63,Value Proposition,6,16,16,300000,5,5,4,Unknown,0.025806,0.780645,0.193548,6
2217,1,6/6/2018,7549110,Exterior Accessories,Car Accessories,Midwest,Reseller,49,Value Proposition,3,13,13,50000,1,1,0,Unknown,0,0.909091,0.090909,4
2219,1,6/6/2018,6521553,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,41,Value Proposition,3,6,6,125000,2,1,0,Unknown,0,1,0,5
2219,1,6/6/2018,7864312,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,46,Value Proposition,4,4,2,141000,1,1,3,None,0,0,0.527778,5
2219,1,6/6/2018,7003793,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,45,Value Proposition,2,0,0,5000,3,1,0,Known,0,0,0,1
2220,1,6/6/2018,9710507,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,14,Value Proposition,1,0,0,21,1,1,0,None,0,0,0,1
2221,1,6/6/2018,6380783,Interior Accessories,Car Accessories,Midwest,Fields Sales,75,Value Proposition,3,6,0,10000,1,1,0,Unknown,0,0,0,2
2223,1,6/6/2018,6974602,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,60,Value Proposition,2,25,25,100000,1,4,0,Unknown,0,1,0,5
2223,1,6/6/2018,7524023,Garage & Car Care,Car Accessories,Pacific,Reseller,64,Value Proposition,1,0,0,62474,1,1,0,Unknown,0,0,0,4
2224,1,6/6/2018,6837925,Garage & Car Care,Car Accessories,Midwest,Reseller,68,Value Proposition,2,22,22,5600,1,1,0,None,0,1,0,1
2224,1,6/6/2018,6465896,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,79,Value Proposition,2,26,26,30000,2,2,0,Unknown,0,1,0,3
2224,1,6/6/2018,7161459,Interior Accessories,Car Accessories,Pacific,Reseller,78,Value Proposition,1,0,0,8249,1,1,0,Unknown,0,0,0,1
2225,1,6/6/2018,9538966,Garage & Car Care,Car Accessories,Southeast,Telecoverage,15,Value Proposition,2,4,4,60000,1,1,0,Unknown,1,0,0,4
2226,1,6/6/2018,8250345,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,16,Value Proposition,3,22,22,5000,1,1,0,Unknown,0,1,0,1
2227,1,6/6/2018,6262507,Garage & Car Care,Car Accessories,Midwest,Fields Sales,62,Value Proposition,2,52,52,6847,2,2,0,Unknown,0,1,0,1
2227,1,6/6/2018,8253343,Batteries & Accessories,Car Accessories,Southwest,Reseller,35,Value Proposition,2,3,3,55746,1,1,2,Unknown,0,1,0,4
2227,1,6/6/2018,6679274,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,87,Value Proposition,6,9,1,20000,1,1,0,Unknown,0,0.021277,0.06383,2
2228,1,6/6/2018,6533358,Batteries & Accessories,Car Accessories,Midwest,Reseller,62,Value Proposition,3,41,41,7440,1,1,0,Unknown,0.007407,0.992593,0,1
2228,1,6/6/2018,7033362,Garage & Car Care,Car Accessories,Pacific,Fields Sales,81,Value Proposition,3,0,0,503000,4,5,0,None,0,0,1,7
2229,1,6/6/2018,6803983,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,91,Value Proposition,1,0,0,69000,1,1,0,Unknown,0,0,0,4
2230,1,6/6/2018,9988643,Batteries & Accessories,Car Accessories,Midwest,Reseller,0,Value Proposition,3,4,4,30000,1,1,0,None,0,0.333333,0.666667,3
2230,1,6/6/2018,7088283,Exterior Accessories,Car Accessories,Midwest,Reseller,73,Value Proposition,3,7,7,39263,1,1,0,None,0.986486,0,0.013514,3
2231,1,6/6/2018,7819731,Towing & Hitches,Car Accessories,Midwest,Reseller,26,Value Proposition,2,27,27,25000,1,1,4,Unknown,1,0,0,3
2231,1,6/6/2018,9936058,Performance Parts,Performance & Non-auto,Northeast,Reseller,6,Value Proposition,2,0,0,30000,1,1,0,Unknown,0,1,0,3
2234,1,6/6/2018,7973674,Interior Accessories,Car Accessories,Northwest,Fields Sales,44,Value Proposition,2,3,3,240963,1,1,0,Known,0,1,0,5
2235,1,6/6/2018,7095487,Exterior Accessories,Car Accessories,Southeast,Reseller,68,Value Proposition,3,13,13,25000,1,5,0,Unknown,0.572519,0.427481,0,3
2237,1,6/6/2018,7188186,Exterior Accessories,Car Accessories,Midwest,Reseller,56,Value Proposition,2,21,21,25000,1,4,0,Unknown,0,1,0,3
2237,1,6/6/2018,8322342,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,16,Value Proposition,2,19,19,100000,1,1,0,Unknown,0,1,0,5
2238,1,6/6/2018,7051154,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,43,Value Proposition,4,9,9,170000,1,5,0,Known,0,0.659341,0.340659,5
2239,1,6/6/2018,8343146,Performance Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,1,Value Proposition,4,34,32,204186,1,1,2,Known,0,0.188791,0.749263,5
2239,1,6/6/2018,8042609,Exterior Accessories,Car Accessories,Midwest,Fields Sales,44,Value Proposition,3,1,1,150000,1,1,4,Known,0,0,0.583333,5
2242,1,6/6/2018,7482576,Batteries & Accessories,Car Accessories,Southwest,Fields Sales,50,Value Proposition,6,15,15,50000,1,1,0,Unknown,0.490196,0.509804,0,4
2243,1,6/6/2018,8528484,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,18,Value Proposition,3,10,10,10000,1,1,0,None,0.216495,0.783505,0,2
2244,1,6/6/2018,7162500,Exterior Accessories,Car Accessories,Midwest,Reseller,62,Value Proposition,2,16,16,20000,1,4,0,Unknown,0,1,0,2
2249,1,6/6/2018,8296547,Batteries & Accessories,Car Accessories,Southwest,Reseller,16,Value Proposition,3,20,20,6097,1,1,0,Unknown,0,1,0,1
2250,1,6/6/2018,6788809,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,40,Value Proposition,3,52,52,50000,1,2,0,Unknown,0,0.174419,0.825581,4
2250,1,6/6/2018,7029389,Garage & Car Care,Car Accessories,Midwest,Fields Sales,77,Value Proposition,2,7,7,36000,3,3,0,Unknown,1,0,0,3
2250,1,6/6/2018,9755767,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,4,Value Proposition,4,3,2,5000,1,1,0,Unknown,0,0.777778,0,1
2252,1,6/6/2018,7768416,Towing & Hitches,Car Accessories,Mid-Atlantic,Reseller,48,Value Proposition,8,6,6,45000,1,1,0,Known,0.086207,0.275862,0.637931,3
2252,1,6/6/2018,9626664,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,16,Value Proposition,1,0,0,1162,1,1,0,None,0,0,0,1
2252,1,6/6/2018,7169284,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,78,Value Proposition,1,0,0,5590,3,2,0,Unknown,0,0,0,1
2253,1,6/6/2018,5407439,Exterior Accessories,Car Accessories,Midwest,Fields Sales,91,Value Proposition,8,59,42,15000,1,4,0,Unknown,0.071672,0.298635,0.351536,2
2254,1,6/6/2018,7824412,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,8,Value Proposition,4,44,44,600000,1,1,0,Known,0,0.53653,0.46347,7
2254,1,6/6/2018,7227579,Garage & Car Care,Car Accessories,Southwest,Fields Sales,47,Value Proposition,5,20,20,507000,1,1,3,Unknown,0,0.67,0.325,7
2255,1,6/6/2018,6837477,Garage & Car Care,Car Accessories,Midwest,Reseller,90,Value Proposition,1,0,0,1976,1,1,0,Unknown,0,0,0,1
2256,1,6/6/2018,8365140,Batteries & Accessories,Car Accessories,Southwest,Telesales,19,Value Proposition,2,15,15,10,1,1,0,Unknown,1,0,0,1
2257,1,6/6/2018,6786411,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,49,Value Proposition,2,43,43,100000,5,5,0,Unknown,1,0,0,5
2258,1,6/6/2018,6810107,Replacement Parts,Car Accessories,Southeast,Fields Sales,78,Value Proposition,3,4,4,97000,3,3,0,None,0,0,1,4
2262,1,6/6/2018,7353584,Replacement Parts,Car Accessories,Pacific,Reseller,60,Value Proposition,3,11,11,5000,1,1,0,Unknown,0.019048,0.980952,0,1
2265,1,6/6/2018,9424850,Garage & Car Care,Car Accessories,Midwest,Reseller,22,Value Proposition,2,2,2,70000,1,1,4,None,0,0,1,4
2266,1,6/6/2018,9406418,Exterior Accessories,Car Accessories,Midwest,Reseller,21,Value Proposition,2,4,4,300000,1,1,0,Unknown,0,1,0,6
2267,1,6/6/2018,7172351,Interior Accessories,Car Accessories,Mid-Atlantic,Reseller,77,Value Proposition,1,0,0,10627,1,5,0,Unknown,0,0,0,2
2268,1,6/6/2018,9908533,Motorcycle Parts,Performance & Non-auto,Northeast,Fields Sales,6,Value Proposition,3,1,1,3200,1,1,0,None,0.571429,0.428571,0,1
2269,1,6/6/2018,6432690,Shelters & RV,Performance & Non-auto,Midwest,Reseller,24,Value Proposition,3,6,6,29488,1,1,0,Unknown,0,1,0,3
2270,1,6/6/2018,9723837,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,8,Value Proposition,2,5,5,163000,1,1,4,Unknown,0,0,1,5
2271,1,6/6/2018,6970224,Garage & Car Care,Car Accessories,Northwest,Fields Sales,81,Value Proposition,3,4,2,25000,4,5,0,Known,0,0.611111,0,3
2272,1,6/6/2018,7473417,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,60,Value Proposition,3,5,0,20000,1,1,0,None,0,0.019608,0,2
2277,1,6/6/2018,9656431,Performance Parts,Performance & Non-auto,Northwest,Reseller,11,Value Proposition,3,4,4,42000,1,1,0,Unknown,0,0.073171,0.926829,3
2277,1,6/6/2018,5025801,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,84,Value Proposition,5,75,75,120000,4,4,4,Known,0,0.090426,0.901596,5
2278,1,6/6/2018,4845414,Garage & Car Care,Car Accessories,Pacific,Reseller,16,Value Proposition,6,144,144,77507,1,1,0,Unknown,0,0.988881,0.011119,4
2278,1,6/6/2018,7028747,Towing & Hitches,Car Accessories,Southeast,Fields Sales,83,Value Proposition,2,0,0,150000,1,4,0,Unknown,0,1,0,5
2278,1,6/6/2018,7166213,Batteries & Accessories,Car Accessories,Midwest,Reseller,25,Value Proposition,8,50,50,284294,1,1,0,Unknown,0.195609,0.123752,0.680639,6
2279,1,6/6/2018,7530656,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,44,Value Proposition,2,20,20,25000,3,1,0,Unknown,1,0,0,3
2279,1,6/6/2018,6690423,Shelters & RV,Performance & Non-auto,Northeast,Reseller,31,Value Proposition,6,50,50,50000,4,2,0,Known,0,0,1,4
2279,1,6/6/2018,8068693,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,34,Value Proposition,2,11,11,280348,1,1,2,Unknown,0,1,0,6
2279,1,6/6/2018,6545221,Replacement Parts,Car Accessories,Northwest,Reseller,24,Value Proposition,2,0,0,105441,5,3,2,Unknown,0,0,0,5
2280,1,6/6/2018,7425012,Shelters & RV,Performance & Non-auto,Southwest,Reseller,51,Value Proposition,2,17,17,150000,1,1,0,Unknown,0,1,0,5
2281,1,6/6/2018,9466819,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Value Proposition,2,0,0,200000,1,1,0,Unknown,0,1,0,5
2281,1,6/6/2018,9612130,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,15,Value Proposition,2,2,2,33257,1,1,0,Unknown,0,1,0,3
2281,1,6/6/2018,9555177,Replacement Parts,Car Accessories,Southeast,Fields Sales,19,Value Proposition,2,0,0,127000,1,1,3,Unknown,0,0,0,5
2282,1,6/6/2018,6527099,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,87,Value Proposition,2,16,16,700,1,1,0,Unknown,0,1,0,1
2283,1,6/6/2018,7046550,Interior Accessories,Car Accessories,Midwest,Reseller,61,Value Proposition,2,22,22,300000,1,1,0,Unknown,1,0,0,6
2283,1,6/6/2018,9914041,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,7,Value Proposition,1,0,0,3522,1,1,0,Unknown,0,0,0,1
2284,1,6/6/2018,6962128,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,67,Value Proposition,2,19,19,200000,1,1,0,Known,1,0,0,5
2285,1,6/6/2018,7930045,Exterior Accessories,Car Accessories,Midwest,Reseller,37,Value Proposition,6,11,10,700000,1,1,0,Known,0,0.054545,0.854545,7
2287,1,6/6/2018,6786307,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,91,Value Proposition,3,0,0,3200,2,1,0,Unknown,0,0,1,1
2289,1,6/6/2018,6649504,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,90,Value Proposition,3,8,0,4000,1,1,0,Unknown,0,0.012658,0,1
2291,1,6/6/2018,7067142,Exterior Accessories,Car Accessories,Midwest,Reseller,40,Value Proposition,7,41,32,500,1,2,1,Unknown,0,0.093596,0.684729,1
2293,1,6/6/2018,7077497,Exterior Accessories,Car Accessories,Midwest,Reseller,45,Value Proposition,5,33,33,18404,4,2,0,Unknown,0,0.822086,0.177914,2
2293,1,6/6/2018,6732774,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,75,Value Proposition,7,5,5,124883,3,4,0,Unknown,0,0.326087,0.673913,5
2294,1,6/6/2018,7120650,Interior Accessories,Car Accessories,Midwest,Fields Sales,76,Value Proposition,2,3,3,2850,4,5,3,Unknown,0,0,1,1
2296,1,6/6/2018,9536231,Replacement Parts,Car Accessories,Southeast,Reseller,18,Value Proposition,2,2,2,4500,1,1,1,Unknown,0,1,0,1
2297,1,6/6/2018,9437484,Towing & Hitches,Car Accessories,Midwest,Fields Sales,0,Value Proposition,3,23,22,20000,1,1,2,Unknown,0.922747,0,0,2
2298,1,6/6/2018,7020184,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,79,Value Proposition,2,5,5,50000,1,1,0,Unknown,1,0,0,4
2301,1,6/6/2018,8092323,Replacement Parts,Car Accessories,Northwest,Fields Sales,27,Value Proposition,2,16,16,108433,1,1,0,Unknown,1,0,0,5
2302,1,6/6/2018,9944713,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,0,Value Proposition,2,6,6,74000,1,1,3,Unknown,0,1,0,4
2303,1,6/6/2018,6701447,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,92,Value Proposition,2,4,4,11000,3,2,0,Unknown,0,1,0,2
2303,1,6/6/2018,6942974,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,86,Value Proposition,1,0,0,1423,2,1,0,Unknown,0,0,0,1
2306,1,6/6/2018,6919317,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,80,Value Proposition,2,7,7,312000,1,1,0,Known,0,0,1,6
2307,1,6/6/2018,9560276,Shelters & RV,Performance & Non-auto,Midwest,Telesales,1,Value Proposition,3,12,12,0,1,1,0,Unknown,0,1,0,1
2310,1,6/6/2018,9848550,Garage & Car Care,Car Accessories,Midwest,Reseller,9,Value Proposition,2,0,0,161,1,1,0,None,0,1,0,1
2311,1,6/6/2018,8436308,Interior Accessories,Car Accessories,Pacific,Reseller,12,Value Proposition,6,10,9,10173,1,1,0,None,0,0.020408,0.928571,2
2311,1,6/6/2018,7946920,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,47,Value Proposition,2,1,1,100000,1,1,0,Unknown,1,0,0,5
2311,1,6/6/2018,6776599,Towing & Hitches,Car Accessories,Midwest,Fields Sales,91,Value Proposition,3,1,1,41899,4,5,0,Known,0,0,1,3
2312,1,6/6/2018,7442107,Tires & Wheels,Tires & Wheels,Pacific,Fields Sales,64,Value Proposition,3,3,3,250000,1,1,0,None,0.321429,0.678571,0,6
2312,1,6/6/2018,7477455,Garage & Car Care,Car Accessories,Southeast,Reseller,58,Value Proposition,4,7,7,328826,1,1,2,Unknown,0,0.013889,0.958333,6
2313,1,6/6/2018,7234791,Shelters & RV,Performance & Non-auto,Northwest,Reseller,27,Value Proposition,3,48,48,290697,1,1,0,Unknown,0.82438,0.17562,0,6
2313,1,6/6/2018,7201710,Replacement Parts,Car Accessories,Southeast,Reseller,69,Value Proposition,2,7,7,350000,1,1,0,Unknown,0,1,0,6
2314,1,6/6/2018,7650347,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,51,Value Proposition,2,8,8,310029,1,1,0,Unknown,1,0,0,6
2314,1,6/6/2018,7875291,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,39,Value Proposition,2,11,11,10000,1,1,0,Unknown,0,1,0,2
2315,1,6/6/2018,6914996,Exterior Accessories,Car Accessories,Southwest,Fields Sales,80,Value Proposition,2,7,7,150000,1,1,0,Unknown,0,1,0,5
2315,1,6/6/2018,7708412,Exterior Accessories,Car Accessories,Midwest,Reseller,44,Value Proposition,2,13,13,12000,1,1,0,Unknown,0,1,0,2
2316,1,6/6/2018,7371294,Interior Accessories,Car Accessories,Northeast,Fields Sales,40,Value Proposition,2,30,30,100000,5,1,0,Unknown,1,0,0,5
2317,1,6/6/2018,7296337,Batteries & Accessories,Car Accessories,Southeast,Reseller,63,Value Proposition,7,5,5,22900,1,1,1,Unknown,0,0.020408,0.979592,2
2318,1,6/6/2018,9367471,Interior Accessories,Car Accessories,Pacific,Fields Sales,13,Value Proposition,3,13,13,38753,1,1,0,Unknown,0,0.398496,0.601504,3
2322,1,6/6/2018,9411423,Replacement Parts,Car Accessories,Pacific,Reseller,21,Value Proposition,7,3,3,15000,1,1,0,None,0,1,0,2
2322,1,6/6/2018,10051316,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,1,Value Proposition,3,1,1,500000,1,1,4,Unknown,0,1,0,7
2324,1,6/6/2018,8334138,Exterior Accessories,Car Accessories,Southwest,Reseller,7,Value Proposition,4,25,25,110000,1,1,0,None,0.804082,0,0.195918,5
2324,1,6/6/2018,7478918,Replacement Parts,Car Accessories,Pacific,Fields Sales,59,Value Proposition,5,1,1,7000,1,1,0,None,0,1,0,1
2326,1,6/6/2018,6895774,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,88,Value Proposition,1,0,0,9000,1,2,1,Unknown,0,0,0,1
2328,1,6/6/2018,8003683,Interior Accessories,Car Accessories,Pacific,Reseller,35,Value Proposition,5,11,11,40303,1,1,0,None,0,0.036036,0.963964,3
2329,1,6/6/2018,9539973,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,11,Value Proposition,3,9,9,40000,1,1,0,Unknown,0,0.011111,0.988889,3
2332,1,6/6/2018,6656384,Exterior Accessories,Car Accessories,Midwest,Fields Sales,90,Value Proposition,2,7,7,15000,1,1,0,Known,0,1,0,2
